Subject,Page Name,Purpose,Key Features,Design Theme,Navigation Links,Interactive Elements,Backend Integration,Status,Ecosystem Role,Error
/home/ubuntu/ai-bot-ecosystem/client/src/pages/Softmor.tsx,Softmor,"This page provides an overview of Softmor, Inc., the technology division of Dozier Holdings Group, showcasing their software development and technology solutions for athlete success.","ATHLYNX ecosystem, NIL Portal, Diamond Grind, NIL Messenger, FUEL Bots, White-Label Sport Apps, Softmor Videos","Dark theme with a background color of #0a1628, white text, and cyan as the primary accent color. It features gradient backgrounds from cyan to blue.","/, /dhg, /nil-portal, /diamond-grind, /messenger, /fuel-bots, /playbook, https://dozierholdingsgroup.com/softmor.html","Navigation links, buttons, external links, video players",None,Complete,"This page serves as the main entry point for Softmor, Inc., detailing its mission, products, and technological capabilities within the Dozier Holdings Group ecosystem. It directs users to various product pages and the corporate site.",
/home/ubuntu/ai-bot-ecosystem/client/src/pages/Store.tsx,Store,"An e-commerce page for purchasing a wide variety of products, from sports equipment to enterprise data center solutions, including hardware, software, and AI companions.","Product listing with categories, Shopping cart, Product filtering by category, Contact sales modal for enterprise products, Static product data","Dark theme with a black background, using yellow and cyan as accent colors for buttons and highlights. Products are displayed in a grid layout on cards with a blurred background effect.","/, /bots, /data, /pricing","Category filter buttons, Add to Cart buttons, Get Quote buttons, Shopping cart display, Contact Sales Team button, ContactSalesModal","tRPC is used for backend communication, including `createCheckoutSession` and `saveCart` mutations. The `useAuth` hook is used for authentication.",Complete,"This page serves as the central marketplace for the DHG ecosystem, offering a diverse range of products from physical sports equipment to high-tech enterprise solutions. It integrates with the authentication and payment systems to provide a seamless purchasing experience.",
/home/ubuntu/ai-bot-ecosystem/client/src/pages/Success.tsx,Success,This page serves as a confirmation message for users who have successfully applied for VIP Beta access to the ATHLYNX platform.,"Displays a success message, Informs users to check their email for login credentials, Outlines the application review process, Displays the user's access code if available","Dark theme with a diagonal gradient from yellow to black to cyan, featuring animations and drop shadows.",None,None,None,Complete,"This page acts as a post-conversion confirmation and onboarding step, setting user expectations after they have requested VIP access.",
/home/ubuntu/ai-bot-ecosystem/client/src/pages/Team.tsx,Team,"This page introduces the leadership team, executives, advisors, and board structure of Dozier Holdings Group.","Leadership e-cards, Executive and advisor listings, Board of directors structure, vCard download functionality","Dark theme with a blue/cyan color scheme, gradient backgrounds, and card-based layout.","/dhg, /careers, /investor-deck, /partner-portal","Save Contact button, Email links, Phone links, LinkedIn links, Website links, Navigation buttons",None,Complete,"This page serves as an informational hub about the team behind Dozier Holdings Group, establishing credibility and providing contact points for potential partners, investors, and employees.",
/home/ubuntu/ai-bot-ecosystem/client/src/pages/TeamBots.tsx,TeamBots,"The TeamBots page displays detailed profiles of AI assistants, each tailored to support a specific team member with specialized capabilities and integrations.","Bot profiles,Tabbed navigation,Capability listings,Integration badges","The page features a clean, modern design with a card-based layout and a tabbed interface. It uses a distinct color for each bot (blue, purple, green, orange, red) and icons to represent capabilities.","Home,Team Bots,Capabilities,Implementation","Tabs,Navigation links",None,Complete,"This page acts as a central directory for the AI assistants in the ecosystem, offering a comprehensive overview of each bot's role and capabilities. It clarifies how the AI team is structured and what each member can do.",
/home/ubuntu/ai-bot-ecosystem/client/src/pages/Training.tsx,Training,"This page allows users to find and explore elite training programs, professional trainers, and nearby gyms.","AI Personal Trainer, Training Program Browser, Elite Trainer Profiles, Gym Finder, Category Filtering",Dark gradient theme (dark blue/purple) with orange as the primary accent color. Uses a responsive grid layout for content cards.,"/, /home, /store, /training, /pricing","Category filter buttons, Generate My Plan button, Start button, View Profile button, View Details button",None,Complete,"This page acts as the main portal for users to access and engage with the platform's core training services, connecting them with workout plans, coaches, and facilities.",
/home/ubuntu/ai-bot-ecosystem/client/src/pages/TransferPortal.tsx,TransferPortal,"This page guides student-athletes through the college transfer process, helping them assess their options, improve their skills, find a better-fitting school, and increase their NIL value.","5-step transfer pathway, Benefits of transferring, Statistics on successful transfers, Transfer portal windows information, Direct coach connections, Transfer timeline management, NIL value tracking","The page has a clean and modern design with a gradient background. It uses a primary color for highlights, buttons, and icons. The layout is a single column with different sections, and it uses Card components to display information.","Home, Athlete Playbook, Transfer Portal, NIL Marketplace, Messages, About Us, Our Team","Log In button, Sign Up Free button, Start Your Journey button, Talk to Transfer Advisor button, Get Your Personalized Transfer Plan button, Explore Schools Now button, Schedule Free Consultation button, Start Transfer Process button, Browse Schools button",None,Complete,"This page serves as a comprehensive guide for student-athletes looking to transfer, which is a crucial part of their career. It is a core component of the Athlynx platform, designed to empower athletes in their professional journey.",
/home/ubuntu/ai-bot-ecosystem/client/src/pages/TransferPortalIntelligence.tsx,TransferPortalIntelligence,"Provides real-time data and intelligence on college athletes in the transfer portal, allowing users to search, filter, and analyze information to track and recruit talent.","Athlete search and filtering,NIL valuation data,Trending athlete lists,Portal activity analytics,Subscription tiers for data access,Data export,Alerts on portal activity","Dark theme with a blue and slate gradient background, white and light blue text, and yellow/gold accents for highlights and call-to-action buttons. Cards have a semi-transparent, blurred background.",None,"Search input,Sport select dropdown,Position select dropdown,Set Alerts button,Export Data button,Search button,Pagination buttons,Subscription buttons,Tabs for different sections","trpc.transferPortal.search, trpc.transferPortal.getStats, trpc.transferPortal.getTrending, trpc.transferPortal.getSubscriptionTiers",Complete,"This page acts as a specialized, data-driven tool within the DHG ecosystem, offering in-depth analytics and intelligence on the college athlete transfer market. It serves a niche audience of sports professionals, scouts, and universities who need to make informed decisions about recruiting and talent acquisition.",
/home/ubuntu/ai-bot-ecosystem/client/src/pages/Veterans.tsx,Veterans,"This page is dedicated to supporting veteran athletes by providing resources for career transitions, coaching opportunities, and community engagement.","Veteran-specific programs, success stories of veteran athletes, a VA benefits navigator, and a list of partner organizations.","A dark-themed design with a color palette of dark blue/purple gradients, white text, and red as the primary accent color. The layout is a single-column, centered design with grid-based sections for content.","/, /home, /careers, /veterans, /pricing","Check My Benefits button, Join as Veteran Athlete button",None,Complete,"This page serves as a specialized portal to attract and support veteran athletes, showcasing tailored programs and resources to integrate them into the ATHLYNX ecosystem.",
/home/ubuntu/ai-bot-ecosystem/client/src/pages/WhiteLabel.tsx,WhiteLabel,"This page showcases sport-specific, white-labeled platforms that are built on the same underlying ATHLYNX infrastructure, each with custom branding and features for a particular sport.","Displays a grid of sport-specific applications, Shows status (Live or Coming Soon) for each app, Explains the white-label business model, CTA for adding new sports",Dark theme with a blue-to-dark-purple gradient background. Accent colors are cyan and blue. Cards have a semi-transparent dark background with blur effect.,"/, /pricing, /white-label, /diamond-grind","Header navigation links, 'Visit Platform' button, 'Contact Us' button",None,Complete,This page serves as a sales and marketing tool to attract partners or customers who want a customized version of the ATHLYNX platform for their specific sport. It demonstrates the flexibility and scalability of the core product.,
